Request Date , Request # ,University,Semester,Year,Course, ISBN , Title , Author , pub_date , Call No , Syllabi , Comments
10/11/10,274232, Bowie State University ,Spring,2011, CMTE426 , 978-1591398004 , Reinventing Project Management ," Shenhar, Aaron; Dvir, Dov ",2009, HD69.P75S52 2007 , N , Deleted 5/24 
10/11/10,307020, Bowie State University ,Spring,2011, CMTE426 , 978-0471745884 , Construction Project Management ," Sears, Keaki; Sears, Glenn ",2008, TH438.S43 2008 , N , Deleted 5/24 
10/11/10,346420, Bowie State University ,Spring,2011, CMTE488 , 978-0470114216 , Sustainable Construction ," Kibert, Charles ",2008, TH880 K53 2008 , N , Deleted 5/24 
11/17/10,395743, Bowie State University ,Fall,2010, CMTE425 ,  , Management of construction projects :ë_ ë_a constructor's perspective , John E. Schaufelberger and Len Holm ,2002, TH438 S395 2002 , N , Deleted 1/18 
10/11/10,563637, Bowie State University ,Spring,2011, CMTE426 , 978-010846785 , Management of Construction Projects , Schaufelberger ,2002, REF TH438 S395 2002 , N , Deleted 5/24 
10/11/10,620879, Bowie State University ,Spring,2011, CMTE426 , 978-4-966890-333 , Linking Project Management to Business Strategy ," Shenhar, Aaron; Milosevic, Dragon ",2009, HD69.P75L756 2007 , N , Deleted 5/24 
8/5/13,304143," University of Maryland, College Park ",Fall,2013, SPHL498T ,9.78E+12," Maternal and child health : programs, problems, and policy in public health ", Jonathan B. Kotch ,2012, RJ102 .M26 2013 , N , 1 loan; Deleted 1/24 
2/11/14,262390, Salisbury University ,Spring,2014, HLTH311 ,  , DVD Kinsey , Bill Condon ,2005, PN1997.2 .K5574 2005 , N , 2 loans; Deleted 5/22 
2/11/14,567560, Salisbury University ,Spring,2014, HLTH311 ,  , DVD Let's Talk about Sex , James Houston ,2011, HQ796 .L48 2011 , N , 0 loans; Deleted 5/22 
12/2/11,323244," University of Maryland, Baltimore County ",Spring,2012, SOWK470 ,9.78E+12, Applied Social Research: A Tool for the Human Services ," Monette, Duane R. ",2007, HV11 .M59 2011 , N , Deleted 7/10; 0 loans 
12/12/13,746772," University of Maryland, Baltimore County ",Spring,2014, PSYC400 ,9.78E+12, Child Development: Myths and Misunderstandings , Jean Mercer ,2012, HQ771 .M47 2012 , N , 0 loans; Deleted 5/27 
7/22/11,615853," University of Maryland, College Park ",Fall,2011, EPIB301 ,9.78E+12, Epidemiology: with STUDENT CONSULT Online Access , Gordis , May 2008 , RA651 .G58 2009 , N , Deleted 12/22 
11/12/15,108209," University of Maryland, Baltimore County ",Spring,2016, SOWK240 ,9.78E+12, Publication Manual of APA , None ," July 15, 2009 ", BF76.7 .P83 2010 , N , on reserve fall 2015 NURS325 (Duc) 
11/10/14,368121," University of Maryland, College Park ",Spring,2015, BIOM301 , 9780538738415 or 9780538735032 , STAT ," Johnson, Robert; Kuby, Patricia ", 2009 or 2011 , QA276.12 .J66 2012 , N , Entered 12/17
11/15/13,540440," University of Maryland, College Park ",Spring,2014, Biom301 ,9.78E+12, Stat 2 , Johnson and Kuby ,2010, QA276.12 .J66 2012 , N , 20 loans; Deleted 5/22 
1/31/11,633949," University of Maryland, College Park ",Spring,2011, Biom301 ,9.78E+12, Just the essentials of elementary statistics , Johnson and Kuby ,2008, QA276.12.J65 2008 , N , Deleted 5/23 
1/30/11,753994," University of Maryland, College Park ",Spring,2011, Biom301 , 978-0-538-73503-2 ," STAT, Reprint (University of Maryland) ", Robert R. Johnson and Patricia J. Kuby , 2009-2010 ,  , N , Deleted 5/23 
6/1/11,995083, Towson University ,Summer,2011, REED602 ,205443249, What really matters for struggling readers : designing research-based programs , Richard L. Allington ,2006, LB1050.5.A45 2006 , N , Deleted 8/24 
7/25/14,185195," University of Maryland, College Park ",Fall,2014, SPHL498N ,  , Essentials of Environmental Health ," Friis, R. H. ",2010, RA565 .F75 2012 , N , Deleted 12/21; 29 loans 
7/25/14,731040," University of Maryland, College Park ",Fall,2014, SPHL498N , 978-0470404874 , Environmental Health: From Global to Local ," Frumkin, H. ",2010, RA565 .E482 2010 , N , Deleted 12/21; 3 loans 
9/12/11,104769," University of Maryland, College Park ",Fall,2011, BMGT380 ,9.78E+12," 2: Business Law: The Ethical, Global, and E-Commerce Environment "," Mallor, Barnes, Bowers, and Langvardt ",2010, prof's copy , N , Deleted 12/22 
8/28/15,179999," University of Maryland, College Park ",Fall,2015, BMGT380 ,9.78E+12," BUSINESS LAW:ETHICAL,GLOBAL & E-Commerce Environment "," Mallor, Jane; Barnes, A. James; ...... ",2015,  ,  , 1 LOAN 
9/9/13,412189," University of Maryland, College Park ",Fall,2013, BMGT380 , 978-0-07-352498-6 , Business Law ," Mallor, Barnes, Bowers, Langvardt ",2013, KF888 .B8 2013 , N , 15 loans; Deleted 1/7 
9/12/11,644006," University of Maryland, College Park ",Fall,2011, BMGT380 ,  ," Business Law: The Ethical, Global, and E-Commerce Environment "," Jane P. Mallor, etc ",2010, KF888 .B8 2010 , N , Deleted 9/27 
9/12/11,699876," University of Maryland, College Park ",Fall,2011, BMGT380 ,9.78E+12," Business Law: The Ethical, Global, and E-Commerce Environment "," Mallor, Barnes, Bowers, and Langvardt ",2010, prof's copy , N , Deleted 12/22 
7/31/15,892551," University of Maryland, College Park ",Fall,2015, GVPT433 ,9.78E+12, Judicial Process in America ," Robert A. Carp, Ronald Stidham, Kenneth L. Manning ",2013, KF8700 .C37 2014 ,  , 0 LOANS 
12/18/14,898261," University of Maryland, College Park ",Spring,2015, GVPT339B , 978-1455725892 , World Criminal Justice Systems: A Comparative Survey , Richard J. Terrill ,2012, HV7419 .T47 2013 , N , Entered 1/13 
11/10/11,100441," University of Maryland, Baltimore County ",Spring,2012, POLI ,  , DVD: Eyes on the prize : America's civil rights movement vol 5 , Blackside ,2006, E185.61 .E94 2006 v. 5 , N ," Arrived, not on reserves "
11/10/11,118521," University of Maryland, Baltimore County ",Spring,2012, POLI ,  , Eyes on the prize : America's civil rights years disc 3 , PBS Home Video ,2010, E185.61 .E94 2010 disc 3 , N ," Arrived, not on reserves "
5/22/13,164829," University of Maryland, Baltimore County ",Fall,2013, POLI334 , 978-1452226323 , Judicial Process in America , Robert Carp et al. ,2013, KF8700 .C37 2014 , N , 14 loans; Deleted 1/16 
11/10/11,269871," University of Maryland, Baltimore County ",Spring,2012, POLI ,  , Eyes on the prize : America's civil rights years disc 2 , PBS Home Video ,2010, E185.61 .E94 2010 disc 2 , N ," Arrived, not on reserves "
11/10/11,354796," University of Maryland, Baltimore County ",Spring,2012, POLI ,  , DVD: Eyes on the prize : America's civil rights movement vol. 3 , Blackside ,2006, E185.61 .E94 2006 v. 3 , N ," Arrived, not yet on reserves "
5/1/15,374940," University of Maryland, Baltimore County ",Fall,2015, POLI334 ,9.78E+12, Judicial Process in America ," Carp, Stidham ",2013, KF8700 .C37 2014 , N , 0 LOANS 
11/7/12,476820," University of Maryland, Baltimore County ",Spring,2013, POLI337 ,9.78E+12, World Criminal Justice Systems , Richard Terill ,2012, HV7419 .T47 2013 , N , 11 loans; Deleted 5/22 
11/10/11,508277," University of Maryland, Baltimore County ",Spring,2012, POLI ,  , DVD: Eyes on the prize : America's civil rights movement vol 4 , Blackside ,2006, E185.61 .E94 2006 v. 4 , N ," Arrived, not on reserves "
11/10/11,545408," University of Maryland, Baltimore County ",Spring,2012, POLI ,  , Eyes on the prize : America's civil rights years disc 1 , PBS Home Video ,2010, E185.61 .E94 2010 disc 1 , N ," Arrived, not on reserves "
11/10/11,592501," University of Maryland, Baltimore County ",Spring,2012, POLI ,  , DVD: Eyes on the prize : America's civil rights movement vol. 7 , Blackside ,2006, E185.61 .E94 2006 v. 7 , N ," Arrived, not on reserves "
11/10/11,646087," University of Maryland, Baltimore County ",Spring,2012, POLI ,  , DVD: Eyes on the prize : America's civil rights movement vol. 1 , Blackside ,2006, E185.61 .E94 2006 v. 1 , N ," Arrived, not on reserves "
11/17/14,691556," University of Maryland, Baltimore County ",Spring,2015, POLI337 ,9.78E+12, World Criminal Justice Systems: A Comparative Survey , Richard Terrill ,2013, HV7419 .T47 2013 , N , Entered 1/13
11/10/11,697641," University of Maryland, Baltimore County ",Spring,2012, POLI ,  , DVD: Eyes on the prize : America's civil rights movement vol. 2 , Blackside ,2006, E185.61 .E94 2006 v. 2 , N ," Arrived, not yet on reserves "
1/17/12,791345," University of Maryland, Baltimore County ",Spring,2012, POLI432 , 978-0140096538 ," Eyes on the Prize: America_Ñés Civil Rights Years, 1954-65 ", Juan Williams ,1988, REF KF4757 .W52 1988 , Y , Deleted 6/12 
11/10/11,903061," University of Maryland, Baltimore County ",Spring,2012, POLI ,  , DVD: Eyes on the prize : America's civil rights movement vol. 6 , Blackside ,2006, E185.61 .E94 2006 v. 6 , N ," Arrived, not on reserves "
7/16/14,227147," University of Maryland, Baltimore County ",Fall,2014, POLI378 ,9.78E+12, An Introduction to African Politics , Thomson ,2010, DT31 .T5157 2010 , N , Deleted 12/18; 12 loans 
7/16/14,467947," University of Maryland, Baltimore County ",Fall,2014, POLI378 ,9.78E+12, African Politics in Comparative Perspective , Goran Hyden ,2012, JA84.A33 H92 2013 , N , Deleted 12/18; 12 loans 
11/19/15,125719, Bowie State University ,Spring,2016, CMTE426 ,9.78E+12," Construction law for managers, architects, and engineers "," White, Nancy ", 12/12/2007 , KF902 .W47 2008 , N , on reserve 11-20-2015 
2/8/16,163379, Bowie State University ,Spring,2016, CMTE350 ,9.78E+12, Reference Guide for Building Design And Construction , USGBC ,2013, TH880 .G734 2013 , N , Item on course reserve for Spring '16 (Toni-lee)
9/17/15,196928, Bowie State University ,Fall,2015, CMTE425 ,9.78E+12, LEED Reference guide for green Building Operations and Maintainance , USGBC ,2009,  ,  , ordered 9/16/2015 
11/19/15,359810, Bowie State University ,Spring,2016, CMTE426 ,9.78E+12, Project delivery practice guide , Construction Specifications Institute , 01/25/2011 , TA153 .C75 2011 , N , on reserve 11-20-2015 
11/19/15,363038, Bowie State University ,Spring,2016, CMTE414 ,9.78E+12, Reinforced concrete design ," Limbrunner, George ", 07/24/2013 , TA444 .L44 2014 , N , on reserve 11-20-2015 
11/19/15,392691, Bowie State University ,Spring,2016, CMTE445 ,9.78E+12, RSMeans Building construction cost data 2015 ," Plotner, Stephen ", 09/24/2014 , TH435 .B84 2015 , N , on reserve 12-11-2015
9/3/13,430803, Bowie State University ,Fall,2013, CMTE413/414 , 978-1564240002 , AISC Manual of Steel Construction:  Allowable Stress , AISC Manual Committee ,1989, TA684 .A47 1995 , N , 0 loans; Deleted 1/13 
11/19/15,431977, Bowie State University ,Spring,2016, CMTE350 ,9.78E+12, Sustainable Construction ," Kibert, Charles ", 10/30/2012 , TH880 .K53 2012 , N , On Reserves 12-02-2015
2/8/16,480786, Bowie State University ,Spring,2016, CMTE350 ,9.78E+12, LEED Core Concepts Guide: An Introduction to LEED and Green Building , USGBC ,2014, TH880 .L444 2014 ,  , Item on course reserve for spring '16 (Toni-lee)
11/19/15,541443, Bowie State University ,Spring,2016, CMTE445 , 978-0131199521 , Estimating in building construction ," Dagastino, Frank ", 01/06/2010 , TH435 .D18 2011 , N , on reserve 11-20-2015 (Duc) 
9/17/15,561232, Bowie State University ,Fall,2015, CMTE425 ,  , LEED Reference Guide for Green Building Design and Construction , USGBC ,2009,  ,  , ordered 9/16/2015 
2/8/16,635309, Bowie State University ,Spring,2016, CMTE350 ,9.78E+12, LEED Reference guide for Green Building Operations and Maintenance , USGBC ,2010, TH880 .G736 2010 , N , Item on Reserve for Spring '16 (Toni-lee)
9/17/15,690971, Bowie State University ,Fall,2015, CMTE425 ,  ," Study Bundle: LEED Green Associate Exam Preparation Guide, LEED v4 Edition and LEED Core Concepts Gu ", USGBC ,2013,  ,  , ordered 9/16/2015 
2/8/16,752005, Bowie State University ,Spring,2016, CMTE350 ,9.78E+12, LEED Reference Guide for Green Building Design and Construction , USGBC ,2010, TH880 .G734 2010 , N , Item on course reserve for Spring 2016(Toni-lee)
9/17/15,915691, Bowie State University ,Fall,2015, CMTE425 ,9.78E+12, LEED Reference Guide for Building Design and Construction , USGBC ,2013,  ,  , ordered 9/16/2015 
11/19/15,992907, Bowie State University ,Spring,2016, HMGT350 Online ,9.78E+12, Marketing Essentials in Hospitality and Tourism ," Shoemaker, Stowe / Shaw, Margaret ", 08/06/2007 , TX911.3.M3 S553 2008 , N , on reserve fall 2015 (Duc) 
11/27/13,335674," University of Maryland, Baltimore ",Spring,2014, PHAR527/528/529 , 978-1585283439 , Basic skills in interpreting laboratory data , Mary Lee ,2013, RB37 .B335 2013 , N , Entered 12/18 
11/27/13,409711," University of Maryland, Baltimore ",Spring,2014, PHAR527/528/529 ,  , Basic & clinical pharmacology , Bertram G. Katzung ,2012, QV 4 B311 2012 , N , On fall reserves 
11/27/13,718010," University of Maryland, Baltimore ",Spring,2014, PHAR527/528/529 ,  , Guyton and Hall textbook of medical physiology , John E. Hall ,2011, QP34.5 .G9 2011 , N , On fall reserves 
11/27/13,927809," University of Maryland, Baltimore ",Spring,2014, PHAR527/528/529 ,  , Pharmacotherapy: a pathophysiologic approach , Joseph T. DiPiro ,2011, REF RM263 .P56 2011 , N , On fall reserves 
11/27/13,949911," University of Maryland, Baltimore ",Spring,2014, PHAR527/528/529 ,  , Goodman & Gilman's The pharmacological basis of therapeutics , Laurence L. Brunton ,2011, RM300 .G644 2011 , N , On fall reserves 
2/4/15,292716," University of Maryland, Baltimore ",Spring,2015, NURS329 ,9.78E+12, The relaxation & stress reduction workbook ," Martha Davis, Elizabeth Robbins Eshelman, Matthew McKay ",2008, QT 265 .D263r 2008 , N , Entered 2/23 
2/4/15,689838," University of Maryland, Baltimore ",Spring,2015, NURS402 ,9.78E+12, The relaxation & stress reduction workbook ," Martha Davis, Elizabeth Robbins Eshelman, Matthew McKay ",2008, RA785 .D374 2008 , N , ENTERED 02-23-2015 
11/21/11,438767," University of Maryland, Baltimore County ",Spring,2012, PSYC393 , 978-0-323-06637-2 , Forensic Nursing Science ," Lynch, A. V., & Duval, B. J ",2010, RA1155 .F63 2011 , N , Deleted 6/14 
11/23/11,595293," University of Maryland, Baltimore County ",Spring,2012, PSYC393 ,9.78E+12, How to think straight about Psychology ," Stanovich, Keith E. ",2009, BF76.5 .S68 2010 , N , Deleted 6/14 
11/23/11,972033," University of Maryland, Baltimore County ",Spring,2012, PSYC393 ,9.78E+12, 50 Great Myths of Popular Psychology: Shattering Widespread Misconceptions about Human Behavior ," Lilienfield, Lynn, Ruscio, & Beverstein ",2009, BF145 .A15 2010 , N , Deleted 6/14 
1/12/12,689106," University of Maryland, Baltimore ",Spring,2012, NPHY612 ,  , Pathophysiology : concepts of altered health states ," Porth,Carol Mattson & Matfin,Glenn ",2009, REF RB113 .P67 2009 , Y , Entered 1/12 
4/29/13,745338, University of Maryland Eastern Shore ,Fall,2013, ENGL305 ,9.78E+12, Technical Communication ," Markel, Mike ",2012, T11 .M346 2012 , N , 2 loans; Deleted 1/13 
2/24/12,170523," University of Maryland, Baltimore ",Spring,2012, PHAR547 ,9.78E+12, Epidermiology for Public Health Practice , Robert H.Harris ,2008, prof's copy , N , Deleted 5/30 
8/20/12,277830," University of Maryland, Baltimore ",Fall,2012, PHAR557 ,9.78E+12, Medical terminology : a short course ," Chabner, Davi-Ellen ",2009, R123 .C434 2009 , N , 6 loans; Deleted 1/4 
8/20/12,486875," University of Maryland, Baltimore ",Fall,2012, PHAR557 ,9.78E+12, Pharmaceutical calculations ," Ansel,  Howard C. ",2010, RS57 .S86 2010 , N , 8 loans; Deleted 1/4 
8/20/12,496478," University of Maryland, Baltimore ",Fall,2012, PHAR557 ,9.78E+12, A practical guide to contemporary pharmacy practice ," Thompson, Judith E. ",2009, RS98 .T47 2009 , N , 0 loans; Deleted 1/4 
11/27/13,552207," University of Maryland, Baltimore ",Spring,2014, PHAR547 , 978-1449665494 , Epidemiology for public health practice , Robert H. Friis and Thomas Sellers ,2014, RA651 .F686 2014 , N , Entered 12/18 
8/20/12,578521," University of Maryland, Baltimore ",Fall,2012, PHAR557 ,71437916, Drug information : a guide for pharmacists ," Patrick M. Malone, Karen L. Kier, John E. Stanovich ",2006, RS56.2 .D78 2006 , N , 0 loans; Deleted 1/4 
8/20/12,740264," University of Maryland, Baltimore ",Fall,2012, PHAR557 ,471433535, Pharmaceutical calculations ," Zatz, Joel L. ",2005, RS57 .Z37 2005 , N , 3 loans; Deleted 1/4 
7/5/12,127393," University of Maryland, College Park ",Fall,2012, CCJS300 , 978-0137003938 , Essential Criminal Justice and Criminology Research Methods ," Krasa, Peter B. & Neuman, W. Lawrence ", 03/15/10 , HV6024.5 .K734 2011 , N , 7 loans; Deleted 1/14 
7/5/12,161531," University of Maryland, College Park ",Fall,2012, BSST338D , 978-0521859240 ," Terrorism, Crime, and Public Policy "," Forst, Brian ", 10/20/08 , MCK HV6431 .F667 2009 , N , 11 loans; Deleted 1/15 
7/5/12,298961," University of Maryland, College Park ",Fall,2012, CCJS350 , 978-0-19-982814-2 , Juvenile Delinquency: Causes and Control ," Agnew, Robert & Brezina, Timothy ", 07/25/11 , HV9069 .A55 2012 , N , 8 loans; Deleted 1/15 
7/5/12,351887," University of Maryland, College Park ",Fall,2012, CCJS331 , 978-0195399356 , Crime and Public Policy ," Wilson, James Q. and Petersilia, Joan ", 01/25/11 , HV9950 .C743155 2011 , N , 6 loans; Deleted 1/14 
7/5/12,540467," University of Maryland, College Park ",Fall,2012, CCJS340 , 0-495093416 , Management and Supervision in Law Enforcement ," Bennett, Wayne W. and Hess, Karen M. ", 09/19/06 , HV7936.P47 B47 2007 , N , 2 loans; Deleted 1/14 
7/5/12,613088," University of Maryland, College Park ",Fall,2012, CCJS331 , 978-0-19-537898-6 , The Great American Crime Decline ," Zimring, Franklin E. ", 11/05/08 , MCK HV6783 .Z56 2007 , N , 2 loans; Deleted 1/14 
